task_id,conversation_type,duration_min,n_events_mean,event_rate_per_min,word_rate_wpm,words_sp1,words_sp2,wpm_sp1,wpm_sp2,ttr_sp1,ttr_sp2,silence_ratio,turn_count,turn_dur_mean,turn_dur_median,turn_dur_std,n_speaker_changes,fto_mean_s,fto_median_s,fto_n,speaker_balance,bc_rate_per_min,bc_ack_per_min,bc_cont_per_min,bc_react_per_min,int_rate_per_min,int_competitive_per_min,int_cooperative_per_min,int_floor_taking_per_min,int_non_floor_per_min,overlap_count_per_min,overlap_dur_s,laughter_rate_per_min,non_content_ratio,question_rate_per_min
2469,Switchboard,9.008,170.0,18.872,227.91,1199,854,133.11,94.81,0.2794,0.3419,0.1381,60,8.852,3.493,10.253,59,0.118,0.188,59,0.5869,6.217,,,,0.999,,,0.888,0.111,2.442,8.67,3.441,0.0023,0.999
2470,Switchboard,9.995,48.0,4.802,187.49,1024,850,102.45,85.04,0.3213,0.3388,0.1726,15,39.617,5.555,44.189,14,0.354,0.476,14,0.5779,1.701,,,,0.1,,,0.1,0.0,0.5,1.89,0.5,0.0064,
2471,Switchboard,5.387,71.0,13.181,175.43,552,393,102.47,72.96,0.3841,0.4504,0.177,30,10.532,4.643,12.572,29,0.09,0.199,29,0.6124,2.599,,,,0.557,,,0.557,0.0,2.228,4.82,0.186,0.0246,0.186
2472,Switchboard,9.982,266.0,26.647,187.23,726,1143,72.73,114.5,0.3719,0.3018,0.212,134,4.36,2.158,5.687,133,0.101,0.103,133,0.4289,4.408,,,,0.701,,,0.701,0.0,5.209,13.03,2.404,0.0159,2.605
2473,Switchboard,10.013,195.0,19.474,217.21,762,1413,76.1,141.11,0.3635,0.2895,0.1427,91,6.47,2.72,10.572,90,0.125,0.072,90,0.3855,4.594,,,,0.799,,,0.799,0.0,3.995,15.16,1.099,0.0055,
2474,Switchboard,9.985,194.0,19.43,225.44,660,1591,66.1,159.34,0.3545,0.2539,0.1442,93,6.469,1.991,10.121,92,-0.04,0.032,92,0.2992,3.405,,,,0.901,,,0.901,0.0,4.507,14.1,1.202,0.0127,
2476,Switchboard,9.026,156.0,17.284,227.57,1082,972,119.88,107.69,0.3198,0.3066,0.1057,48,11.316,4.78,15.352,47,-0.109,0.027,47,0.53,7.091,,,,0.443,,,0.443,0.0,2.659,12.98,1.662,0.0062,0.332
2477,Switchboard,7.745,214.0,27.631,224.41,829,909,107.04,117.37,0.3197,0.3498,0.179,100,4.727,2.528,6.048,99,-0.115,0.015,99,0.4659,5.939,,,,2.195,,,2.066,0.129,6.843,22.28,0.775,0.0117,1.42
2478,Switchboard,10.001,135.0,13.498,186.07,1309,552,130.88,55.19,0.2773,0.4565,0.216,79,7.377,3.122,8.575,78,0.22,0.246,78,0.6441,2.4,,,,0.5,,,0.5,0.0,2.3,10.47,0.5,0.0035,0.8
2479,Switchboard,10.009,309.0,30.873,249.68,1293,1206,129.19,120.5,0.2599,0.2869,0.0637,115,5.877,3.017,7.292,114,-0.666,-0.392,114,0.5327,5.295,,,,3.997,,,3.097,0.899,10.591,58.69,1.898,0.0222,1.499
2480,Switchboard,7.786,257.0,33.01,211.67,1001,647,128.57,83.1,0.3057,0.3756,0.1555,128,3.695,1.97,4.314,127,-0.078,0.024,127,0.5659,4.239,,,,1.927,,,1.927,0.0,8.606,28.2,2.184,0.0137,
2481,Switchboard,10.0,130.0,13.001,180.51,1040,765,104.01,76.5,0.301,0.3856,0.1639,59,9.842,3.615,13.257,58,0.299,0.206,58,0.5886,3.3,,,,0.5,,,0.5,0.0,2.2,9.56,0.8,0.0087,
2482,Switchboard,10.003,237.0,23.692,137.75,835,543,83.47,54.28,0.3521,0.3775,0.3307,90,6.062,2.328,8.631,89,0.596,0.335,89,0.5252,6.898,,,,0.9,,,0.8,0.1,2.299,7.69,3.299,0.0142,1.699
2483,Switchboard,9.976,90.0,9.022,201.08,967,1039,96.93,104.15,0.3216,0.359,0.1678,45,13.302,5.277,18.832,44,-0.006,0.179,44,0.434,1.704,,,,0.601,,,0.601,0.0,1.804,9.02,0.601,0.0027,0.601
2484,Switchboard,9.998,166.0,16.603,191.04,872,1038,87.22,103.82,0.3108,0.3439,0.1934,79,7.462,2.833,11.823,78,0.123,0.135,78,0.4194,2.2,,,,0.7,,,0.7,0.0,3.601,14.85,1.7,0.0062,
2485,Switchboard,9.983,237.0,23.739,231.89,747,1568,74.82,157.06,0.2932,0.2156,0.1104,86,7.374,2.926,10.621,85,-0.429,-0.09,85,0.3503,7.613,,,,2.404,,,2.003,0.401,6.01,24.0,1.102,0.0014,2.003
2486,Switchboard,9.091,107.0,11.77,190.63,933,800,102.63,88.0,0.3333,0.3113,0.1007,28,19.333,6.061,24.512,27,0.053,0.133,27,0.5845,5.72,,,,0.33,,,0.33,0.0,1.54,5.46,1.1,0.0011,0.33
2487,Switchboard,9.998,173.0,17.303,196.23,912,1050,91.21,105.02,0.341,0.3048,0.176,94,6.197,4.38,6.562,93,0.177,0.22,93,0.4271,2.7,,,,0.6,,,0.6,0.0,3.301,12.12,1.3,0.0043,
2488,Switchboard,10.003,285.0,28.491,252.22,721,1802,72.08,180.14,0.3967,0.2431,0.0953,122,5.318,2.605,7.074,121,-0.409,-0.219,121,0.3412,5.098,,,,2.499,,,2.399,0.1,8.397,42.95,1.699,0.0088,1.3
2489,Switchboard,8.575,171.0,19.943,183.92,598,979,69.74,114.18,0.3579,0.3269,0.2059,80,6.157,2.993,8.223,79,0.226,0.206,79,0.4263,3.732,,,,0.816,,,0.816,0.0,3.149,11.81,2.566,0.0135,
2490,Switchboard,9.562,285.0,29.805,246.49,852,1505,89.1,157.39,0.3028,0.2738,0.1433,136,4.42,2.14,6.461,135,-0.224,-0.204,135,0.4105,4.079,,,,2.301,,,1.987,0.314,9.098,40.01,1.778,0.0063,0.418
2491,Switchboard,9.031,155.0,17.164,201.31,818,1000,90.58,110.73,0.3533,0.319,0.1376,54,10.447,3.9,13.625,53,-0.507,-0.191,53,0.5144,5.094,,,,1.44,,,1.218,0.221,4.54,21.47,0.221,0.0085,
2492,Switchboard,6.627,86.0,12.977,205.67,888,475,133.99,71.67,0.2928,0.48,0.1987,51,7.425,1.656,14.501,50,0.31,0.288,50,0.6585,1.207,,,,0.151,,,0.151,0.0,2.263,4.88,1.056,0.014,2.414
2493,Switchboard,9.958,253.0,25.406,213.59,903,1224,90.68,122.91,0.2935,0.2794,0.1673,109,5.791,1.993,9.805,108,-0.357,-0.249,108,0.4257,3.414,,,,2.51,,,2.31,0.201,7.833,35.62,2.41,0.0068,
2494,Switchboard,5.75,129.0,22.433,207.99,608,588,105.73,102.25,0.3273,0.352,0.2232,45,7.648,2.198,11.096,44,-0.039,-0.023,44,0.4644,6.608,,,,0.87,,,0.87,0.0,4.869,7.43,0.87,0.0185,
2495,Switchboard,7.404,126.0,17.019,193.29,732,699,98.87,94.41,0.3361,0.3519,0.1354,38,11.579,2.334,18.64,37,-0.003,0.013,37,0.5207,4.052,,,,0.135,,,0.135,0.0,2.431,6.52,3.647,0.0148,0.135
2496,Switchboard,10.009,111.0,11.09,192.32,1081,844,108.0,84.32,0.2849,0.3519,0.1852,36,16.46,9.682,16.842,35,0.167,0.416,35,0.5015,3.697,,,,0.3,,,0.3,0.0,1.399,5.67,2.098,0.003,
2497,Switchboard,9.981,198.0,19.839,238.86,1394,990,139.67,99.19,0.2647,0.3182,0.1464,90,6.84,3.257,7.726,89,-0.192,-0.031,89,0.5361,3.908,,,,2.304,,,2.104,0.2,5.411,27.42,0.802,0.0043,
2498,Switchboard,5.971,95.0,15.911,164.13,460,520,77.04,87.09,0.463,0.4135,0.1686,40,8.537,5.782,8.072,39,0.346,0.223,39,0.5465,4.187,,,,0.167,,,0.167,0.0,2.345,6.44,1.172,0.0198,
2499,Switchboard,9.979,291.0,29.161,226.37,1202,1057,120.45,105.92,0.2962,0.3179,0.1015,114,5.594,3.512,5.979,113,-0.348,-0.107,113,0.5299,4.61,,,,3.307,,,2.806,0.501,7.616,44.68,4.81,0.0075,0.501
2500,Switchboard,8.728,105.0,12.031,219.07,1399,513,160.29,58.78,0.2695,0.3704,0.1349,33,15.861,3.865,24.394,32,-0.065,0.044,32,0.6979,4.583,,,,0.458,,,0.458,0.0,1.833,6.13,0.802,0.0131,
2501,Switchboard,3.891,84.0,21.588,218.2,492,357,126.45,91.75,0.4309,0.4818,0.1236,36,6.333,1.222,10.522,35,0.08,0.065,35,0.6151,4.112,,,,0.514,,,0.514,0.0,3.598,3.62,0.514,0.0314,0.771
2502,Switchboard,9.996,119.0,11.905,190.58,1178,727,117.85,72.73,0.2453,0.3164,0.2155,51,11.624,8.569,13.577,50,0.116,0.126,50,0.6092,3.001,,,,0.4,,,0.3,0.1,2.301,8.28,0.9,0.0034,1.701
2503,Switchboard,8.938,175.0,19.58,206.77,1232,616,137.85,68.92,0.2873,0.3669,0.1422,71,7.33,1.81,11.279,70,0.197,0.131,70,0.6252,1.79,,,,0.336,,,0.336,0.0,3.021,7.7,3.021,0.0355,0.783
2504,Switchboard,9.964,125.0,12.546,207.45,1234,833,123.85,83.6,0.2391,0.3349,0.1255,53,11.486,2.387,19.511,52,-0.219,-0.097,52,0.514,3.412,,,,1.305,,,1.305,0.0,3.312,16.76,0.1,0.0034,0.401
2505,Switchboard,9.986,285.0,28.539,191.26,1132,778,113.36,77.91,0.3012,0.3663,0.098,84,6.936,2.43,10.673,83,0.195,0.21,83,0.5282,2.003,,,,0.901,,,0.901,0.0,3.204,13.0,5.307,0.0929,1.202
2506,Switchboard,10.015,190.0,18.971,163.65,887,752,88.57,75.09,0.363,0.3816,0.3117,118,4.499,2.149,5.393,117,0.59,0.556,117,0.5112,2.496,,,,0.499,,,0.499,0.0,2.197,10.51,0.599,0.0162,3.195
2507,Switchboard,9.998,126.0,12.602,219.84,534,1664,53.41,166.43,0.3839,0.2788,0.1375,49,12.466,3.933,18.686,48,-0.247,0.001,48,0.2612,3.901,,,,0.8,,,0.7,0.1,2.801,12.03,0.5,0.0021,
2508,Switchboard,9.996,93.0,9.303,158.96,599,990,59.92,99.04,0.4491,0.2828,0.2716,29,20.247,7.661,29.716,28,0.391,0.302,28,0.3767,4.402,,,,0.1,,,0.1,0.0,1.0,3.69,0.8,0.0008,
2509,Switchboard,7.636,229.0,29.99,221.19,891,798,116.68,104.51,0.2974,0.2995,0.1227,108,4.496,2.952,4.189,107,-0.294,-0.069,107,0.5195,4.06,,,,2.75,,,2.226,0.524,8.905,36.49,1.572,0.0085,
2510,Switchboard,9.999,229.0,22.902,197.32,1044,929,104.41,92.91,0.3103,0.3358,0.1503,86,7.065,2.655,9.388,85,-0.097,-0.045,85,0.5598,4.6,,,,0.6,,,0.6,0.0,5.0,19.64,2.2,0.0231,1.1
2511,Switchboard,9.992,75.0,7.506,191.05,835,1074,83.56,107.48,0.3293,0.3156,0.1844,20,29.663,17.506,29.058,19,0.283,0.289,19,0.4832,2.902,,,,0.1,,,0.1,0.0,0.5,1.34,1.601,0.0041,0.2
2513,Switchboard,10.002,119.0,11.897,198.15,558,1424,55.79,142.37,0.405,0.2612,0.2785,53,10.715,2.666,19.013,52,0.569,0.38,52,0.3619,2.899,,,,0.2,,,0.2,0.0,0.7,2.74,1.6,0.0107,
2514,Switchboard,9.985,105.0,10.516,206.61,556,1507,55.68,150.92,0.3885,0.2741,0.1176,41,15.015,4.127,21.316,40,-0.441,-0.203,40,0.2841,1.903,,,,1.001,,,0.901,0.1,3.105,12.32,0.2,0.0115,0.701
2515,Switchboard,10.011,123.0,12.287,185.9,1196,665,119.47,66.43,0.2843,0.3444,0.1587,41,14.42,8.296,18.427,40,0.213,0.321,40,0.6197,4.395,,,,0.499,,,0.499,0.0,1.299,8.2,1.798,0.0041,0.899
2517,Switchboard,9.992,243.0,24.319,203.96,778,1260,77.86,126.1,0.3599,0.3063,0.1633,124,4.927,2.56,6.802,123,-0.103,-0.076,123,0.3534,2.202,,,,1.101,,,1.101,0.0,7.206,28.29,1.101,0.0131,
2518,Switchboard,8.648,145.0,16.766,201.43,873,869,100.94,100.48,0.3368,0.3199,0.1809,68,7.471,2.53,9.697,67,0.122,0.12,67,0.5318,3.816,,,,0.578,,,0.578,0.0,3.238,7.58,1.619,0.0028,
2519,Switchboard,5.829,175.0,30.024,272.62,940,649,161.27,111.35,0.3021,0.3451,0.0532,59,6.212,2.337,8.496,58,-0.338,-0.115,58,0.5432,7.034,,,,2.745,,,2.573,0.172,6.52,23.93,4.975,0.0122,0.343
2520,Switchboard,4.491,89.0,19.817,189.49,582,269,129.59,59.9,0.4003,0.4684,0.2298,31,8.264,2.355,10.901,30,0.343,0.256,30,0.69,7.348,,,,0.668,,,0.668,0.0,1.781,2.4,1.336,0.0235,
2521,Switchboard,9.998,178.0,17.803,208.04,836,1244,83.61,124.42,0.3469,0.2596,0.1751,80,7.413,2.2,11.373,79,0.078,0.159,79,0.4356,5.001,,,,1.0,,,1.0,0.0,3.201,13.14,1.3,0.0012,1.3
2522,Switchboard,9.998,165.0,16.503,204.54,892,1153,89.22,115.32,0.3206,0.2741,0.2105,76,7.596,3.962,8.974,75,0.268,0.244,75,0.4685,3.601,,,,1.1,,,1.0,0.1,3.101,11.44,0.9,0.011,
2523,Switchboard,10.0,157.0,15.701,213.11,929,1202,92.9,120.2,0.2874,0.2554,0.152,81,7.37,3.991,8.817,80,0.03,0.157,80,0.4379,3.2,,,,1.3,,,1.3,0.0,3.4,17.7,0.6,0.0026,
2524,Switchboard,5.543,91.0,16.416,205.65,321,819,57.91,147.75,0.405,0.254,0.1737,22,15.422,9.971,16.216,21,-0.508,-0.489,21,0.3278,4.871,,,,0.722,,,0.722,0.0,2.706,7.36,1.804,0.0267,0.722
2525,Switchboard,9.998,149.0,14.903,209.94,796,1303,79.62,130.33,0.3342,0.3108,0.1555,52,11.697,4.569,15.042,51,-0.179,0.024,51,0.3989,6.601,,,,1.0,,,1.0,0.0,2.4,12.88,0.4,0.0014,0.6
2526,Switchboard,9.991,261.0,26.123,190.37,843,1059,84.37,105.99,0.293,0.2871,0.1859,115,5.282,2.64,7.651,114,-0.076,0.0,114,0.4862,3.203,,,,2.302,,,2.302,0.0,6.306,29.31,3.503,0.0337,2.202
2527,Switchboard,7.336,81.0,11.042,153.49,724,402,98.69,54.8,0.3577,0.4353,0.3101,41,9.745,3.981,14.4,40,0.918,0.347,40,0.6644,2.999,,,,0.0,,,0.0,0.0,1.499,3.18,0.409,0.0064,1.227
2528,Switchboard,10.006,135.0,13.491,195.47,1348,608,134.71,60.76,0.25,0.3865,0.2614,79,7.208,3.033,8.245,78,0.383,0.393,78,0.6289,1.999,,,,0.5,,,0.5,0.0,1.799,8.5,0.999,0.014,2.898
2529,Switchboard,9.996,151.0,15.106,189.47,760,1134,76.03,113.44,0.3487,0.3148,0.1924,63,9.568,4.275,11.728,62,-0.079,0.055,62,0.399,2.901,,,,1.2,,,1.1,0.1,3.201,18.67,0.8,0.0119,
2530,Switchboard,8.458,250.0,29.557,194.01,829,812,98.01,96.0,0.3293,0.3374,0.1208,100,5.169,2.992,6.096,99,-0.131,-0.049,99,0.5002,5.675,,,,2.01,,,1.892,0.118,7.212,30.02,4.02,0.0246,
2531,Switchboard,9.999,109.0,10.901,194.82,1264,684,126.41,68.41,0.2872,0.4327,0.2317,54,11.032,4.139,19.679,53,0.042,0.067,53,0.6581,1.2,,,,0.6,,,0.6,0.0,2.5,8.19,1.1,0.0023,
2532,Switchboard,2.401,79.0,32.897,195.3,276,193,114.93,80.37,0.4746,0.5078,0.0786,32,4.34,2.271,5.084,31,0.062,0.059,31,0.6125,4.164,,,,0.416,,,0.416,0.0,5.413,5.55,6.246,0.0319,
2533,Switchboard,9.979,176.0,17.636,246.51,807,1653,80.87,165.64,0.3532,0.268,0.1108,75,8.171,3.21,13.844,74,-0.201,-0.135,74,0.3238,3.407,,,,1.202,,,1.202,0.0,4.209,22.39,1.603,0.008,1.303
2534,Switchboard,9.977,171.0,17.14,176.81,1293,471,129.6,47.21,0.2931,0.4289,0.176,67,8.834,3.847,12.022,66,0.09,0.183,66,0.6946,3.909,,,,0.601,,,0.601,0.0,3.207,9.76,2.907,0.003,1.303
2535,Switchboard,10.001,289.0,28.898,271.28,2132,581,213.19,58.1,0.235,0.3718,0.0863,119,5.484,2.773,7.024,118,-0.453,-0.265,118,0.7331,5.3,,,,3.3,,,3.0,0.3,9.199,47.41,0.3,0.0128,
2536,Switchboard,9.995,269.0,26.912,213.8,1279,858,127.96,85.84,0.2963,0.3217,0.1559,117,5.178,2.51,7.271,116,-0.066,0.023,116,0.6126,6.003,,,,1.201,,,1.1,0.1,6.203,19.89,1.301,0.0097,
2537,Switchboard,9.073,92.0,10.14,176.57,478,1124,52.68,123.88,0.3996,0.2954,0.2789,40,13.541,4.88,15.432,39,-0.065,0.054,39,0.3124,2.645,,,,0.882,,,0.882,0.0,2.204,8.72,0.441,0.0013,0.551
2538,Switchboard,7.002,78.0,11.14,189.66,659,669,94.12,95.54,0.4112,0.3528,0.1854,26,16.183,4.486,21.258,25,-0.095,-0.013,25,0.4776,3.142,,,,0.428,,,0.428,0.0,2.142,5.15,0.571,0.0147,
2539,Switchboard,10.011,125.0,12.486,193.49,1054,883,105.28,88.2,0.3226,0.3341,0.1231,56,10.694,2.753,17.702,55,0.011,0.107,55,0.5723,3.396,,,,0.499,,,0.499,0.0,2.297,10.11,0.899,0.0015,1.199
2540,Switchboard,5.586,83.0,14.858,195.13,551,539,98.64,96.49,0.4102,0.397,0.1765,35,9.408,3.079,14.371,34,0.035,0.048,34,0.4867,3.222,,,,0.358,,,0.358,0.0,2.864,6.96,0.716,0.0139,0.716
2543,Switchboard,9.991,137.0,13.712,194.77,936,1010,93.68,101.09,0.3152,0.2851,0.1376,39,15.276,5.266,20.021,38,0.073,-0.013,38,0.5281,5.605,,,,0.0,,,0.0,0.0,2.002,5.58,1.301,0.0124,0.4
2545,Switchboard,7.425,199.0,26.802,211.59,801,770,107.88,103.71,0.3246,0.3442,0.0901,76,6.12,2.907,7.798,75,-0.304,-0.127,75,0.4935,3.637,,,,1.212,,,1.212,0.0,7.408,23.03,2.02,0.0352,0.808
2546,Switchboard,6.258,65.0,10.386,197.02,469,764,74.94,122.08,0.4158,0.3351,0.2119,30,12.366,4.73,15.6,29,0.04,0.08,29,0.3408,1.758,,,,0.639,,,0.32,0.32,2.397,4.11,0.0,0.0093,0.16
2547,Switchboard,10.002,182.0,18.196,157.76,566,1012,56.59,101.18,0.3781,0.3241,0.2178,70,8.47,2.317,12.884,69,0.098,0.128,69,0.3856,3.199,,,,0.6,,,0.6,0.0,3.099,11.87,3.199,0.0102,1.3
2548,Switchboard,6.04,138.0,22.85,209.79,707,560,117.06,92.72,0.3593,0.3571,0.1464,53,6.922,1.74,9.453,52,-0.125,-0.043,52,0.5512,6.126,,,,0.662,,,0.662,0.0,4.636,9.29,1.49,0.0114,0.497
2549,Switchboard,9.986,153.0,15.321,187.06,797,1071,79.81,107.25,0.3338,0.3044,0.1904,68,8.335,4.038,13.331,67,0.41,0.187,67,0.4894,3.805,,,,0.801,,,0.801,0.0,1.802,8.66,1.702,0.0692,2.003
2550,Switchboard,10.0,160.0,16.001,169.01,1193,497,119.3,49.7,0.3026,0.4406,0.2561,74,7.572,2.95,12.916,73,0.54,0.278,73,0.6378,3.0,,,,0.6,,,0.6,0.0,2.2,8.11,2.1,0.0096,
2551,Switchboard,9.991,95.0,9.509,190.77,780,1126,78.07,112.7,0.3846,0.3197,0.1261,27,22.456,13.119,25.151,26,-0.332,0.009,26,0.4327,4.104,,,,0.601,,,0.5,0.1,1.401,8.25,0.701,0.004,
2552,Switchboard,10.019,132.0,13.175,189.24,762,1134,76.05,113.18,0.3176,0.2945,0.2,46,12.864,5.22,19.682,45,0.186,0.331,45,0.4167,4.99,,,,0.399,,,0.399,0.0,1.797,5.88,1.098,0.0024,0.699
2553,Switchboard,8.763,158.0,18.03,188.06,1156,492,131.92,56.15,0.3218,0.4309,0.1587,61,8.579,3.19,13.334,60,-0.009,0.113,60,0.6752,4.907,,,,0.913,,,0.571,0.342,3.88,13.83,1.255,0.008,
2554,Switchboard,10.005,209.0,20.89,204.21,1332,711,133.14,71.07,0.3176,0.3193,0.1269,77,7.93,4.794,8.982,76,-0.145,-0.04,76,0.6415,6.797,,,,0.8,,,0.8,0.0,4.598,18.38,0.9,0.0026,0.4
2556,Switchboard,7.221,113.0,15.65,216.05,546,1014,75.62,140.43,0.4011,0.284,0.1467,52,8.305,4.085,11.256,51,-0.028,0.136,51,0.3708,3.878,,,,0.692,,,0.554,0.138,2.908,7.48,1.385,0.0041,
2557,Switchboard,9.995,184.0,18.41,173.39,912,821,91.25,82.14,0.3322,0.3362,0.1848,83,7.161,2.115,12.617,82,0.058,0.074,82,0.5298,4.603,,,,1.201,,,1.201,0.0,4.002,13.18,0.8,0.0091,0.7
2558,Switchboard,6.365,97.0,15.24,194.82,720,520,113.12,81.7,0.3694,0.3692,0.1355,46,8.124,3.741,11.986,45,0.125,0.177,45,0.6368,4.399,,,,0.628,,,0.628,0.0,2.043,6.93,1.257,0.0041,0.943
2559,Switchboard,8.122,81.0,9.973,140.97,584,561,71.9,69.07,0.4401,0.3725,0.3062,40,11.438,2.971,17.06,39,0.62,0.5,39,0.5897,3.078,,,,0.246,,,0.246,0.0,1.477,4.66,0.369,0.006,0.985
2560,Switchboard,5.007,137.0,27.361,193.32,523,445,104.45,88.87,0.3748,0.427,0.2284,72,4.209,1.758,6.439,71,-0.093,0.126,71,0.5439,3.994,,,,1.997,,,1.797,0.2,7.389,12.71,0.799,0.0104,
2561,Switchboard,9.995,217.0,21.712,224.02,1254,985,125.47,98.55,0.2919,0.3228,0.1301,90,6.727,3.205,10.739,89,-0.083,0.087,89,0.5017,5.003,,,,1.301,,,1.301,0.0,4.502,19.62,0.5,0.0179,
2562,Switchboard,10.001,175.0,17.498,212.77,1549,579,154.88,57.89,0.2492,0.3489,0.1715,60,9.789,3.29,13.055,59,0.206,0.169,59,0.6752,5.299,,,,0.1,,,0.1,0.0,1.7,5.84,2.8,0.0098,1.2
2563,Switchboard,7.632,63.0,8.255,179.12,1060,307,138.9,40.23,0.3519,0.4691,0.1916,25,18.138,10.325,22.08,24,0.076,0.157,24,0.766,2.097,,,,0.131,,,0.131,0.0,1.31,4.44,0.524,0.0122,
2564,Switchboard,9.988,121.0,12.115,180.32,1160,641,116.14,64.18,0.2784,0.3869,0.2011,56,10.613,3.766,13.038,55,0.073,0.204,55,0.6697,2.603,,,,0.801,,,0.801,0.0,2.503,13.12,0.3,0.02,
2565,Switchboard,4.886,145.0,29.674,206.29,651,357,133.23,73.06,0.3717,0.5098,0.204,65,4.137,2.37,4.83,64,0.315,0.217,64,0.6489,4.707,,,,0.0,,,0.0,0.0,3.684,5.32,3.07,0.0497,1.023
2566,Switchboard,10.003,254.0,25.393,204.14,466,1576,46.59,157.55,0.4077,0.2582,0.1586,109,5.595,2.233,8.688,108,-0.1,-0.005,108,0.2723,4.499,,,,1.2,,,1.1,0.1,6.198,21.71,2.899,0.0084,1.799
2567,Switchboard,6.446,117.0,18.152,208.35,536,807,83.16,125.2,0.4049,0.3668,0.2602,62,5.917,2.766,7.927,61,0.271,0.336,61,0.4416,2.637,,,,0.776,,,0.776,0.0,3.258,8.12,0.776,0.0091,0.776
2568,Switchboard,10.006,203.0,20.289,185.1,862,990,86.15,98.95,0.3167,0.2465,0.144,97,6.139,3.023,7.156,96,0.034,0.189,96,0.4771,3.298,,,,1.299,,,1.099,0.2,4.398,18.69,2.499,0.0031,2.798
2569,Switchboard,9.992,167.0,16.714,230.89,1675,632,167.64,63.25,0.274,0.4241,0.1074,63,9.752,2.843,18.519,62,-0.27,0.041,62,0.6641,4.103,,,,1.601,,,1.401,0.2,3.703,22.37,2.302,0.0048,
2570,Switchboard,10.002,194.0,19.395,208.75,952,1136,95.18,113.57,0.2857,0.3072,0.119,81,7.348,3.158,9.787,80,0.043,0.1,80,0.499,4.999,,,,0.6,,,0.6,0.0,3.199,11.85,2.699,0.0032,1.4
2571,Switchboard,9.977,99.0,9.923,177.71,1169,604,117.17,60.54,0.2934,0.4238,0.1927,43,14.042,3.582,19.799,42,-0.136,0.135,42,0.6312,2.806,,,,0.702,,,0.702,0.0,2.005,9.28,0.2,0.0087,0.401
2572,Switchboard,10.015,72.0,7.189,166.85,794,877,79.28,87.57,0.3652,0.3991,0.2848,33,17.521,7.132,23.332,32,0.663,0.674,32,0.5205,2.396,,,,0.0,,,0.0,0.0,0.599,1.99,0.599,0.0014,
2573,Switchboard,9.129,166.0,18.184,219.74,1428,578,156.42,63.31,0.2668,0.3529,0.1392,64,8.721,2.316,18.547,63,-0.228,-0.139,63,0.6723,3.067,,,,1.095,,,1.095,0.0,4.71,17.62,1.314,0.0282,
2574,Switchboard,6.335,104.0,16.417,186.74,616,567,97.24,89.5,0.4172,0.3827,0.233,43,8.452,1.835,10.769,42,0.323,0.15,42,0.5147,5.051,,,,0.0,,,0.0,0.0,2.526,4.3,0.947,0.0094,
2575,Switchboard,9.993,108.0,10.808,201.45,1171,842,117.18,84.26,0.3271,0.3314,0.1954,45,13.2,2.7,22.155,44,0.111,0.032,44,0.583,3.503,,,,0.3,,,0.3,0.0,2.302,6.51,0.1,0.0031,0.5
2576,Switchboard,9.986,97.0,9.714,157.02,783,785,78.41,78.61,0.3193,0.4038,0.2347,43,13.105,4.962,19.595,42,0.831,0.459,42,0.4523,3.104,,,,0.3,,,0.3,0.0,1.202,4.89,1.102,0.0,1.001
2577,Switchboard,6.074,125.0,20.581,205.97,648,603,106.69,99.28,0.409,0.3731,0.1002,49,7.612,3.153,10.564,48,-0.262,-0.158,48,0.5713,4.281,,,,1.482,,,1.482,0.0,5.927,14.14,1.811,0.0094,
2578,Switchboard,9.82,122.0,12.423,189.1,656,1201,66.8,122.3,0.3125,0.2781,0.1691,34,17.421,4.033,30.56,33,-0.204,-0.163,33,0.3819,4.481,,,,0.204,,,0.204,0.0,2.546,8.49,0.916,0.0114,0.102
2579,Switchboard,10.006,174.0,17.389,183.69,664,1174,66.36,117.33,0.4036,0.3211,0.1554,91,6.504,2.98,8.233,90,0.075,0.157,90,0.347,2.798,,,,0.899,,,0.899,0.0,3.298,13.97,1.399,0.0034,0.8
2580,Switchboard,10.008,116.0,11.59,205.83,532,1528,53.16,152.67,0.3534,0.2441,0.1965,44,13.502,7.458,15.147,43,0.13,0.27,43,0.3074,4.396,,,,0.2,,,0.2,0.0,1.399,3.56,0.2,0.0109,
2582,Switchboard,9.988,303.0,30.337,227.58,1260,1013,126.15,101.42,0.2833,0.3208,0.1748,140,4.111,2.283,5.292,139,0.17,0.156,139,0.5744,5.407,,,,0.701,,,0.701,0.0,6.308,19.61,3.004,0.0083,
2583,Switchboard,9.988,48.0,4.806,188.43,1406,476,140.78,47.66,0.2952,0.3845,0.1526,13,46.161,31.575,48.557,12,-0.084,-0.156,12,0.7638,2.203,,,,0.3,,,0.3,0.0,0.701,3.67,0.3,0.0024,
2584,Switchboard,9.612,287.0,29.857,202.34,975,970,101.43,100.91,0.3138,0.332,0.1407,142,4.173,2.484,5.169,141,-0.131,0.004,141,0.4851,3.017,,,,2.081,,,2.081,0.0,7.802,37.51,3.433,0.0149,2.913
2585,Switchboard,9.142,152.0,16.627,208.82,1327,582,145.16,63.66,0.2977,0.4278,0.096,62,9.263,4.164,12.502,61,-0.467,-0.249,61,0.6566,2.625,,,,2.078,,,1.86,0.219,4.266,34.17,1.203,0.0969,0.766
